id,enerc_kcal,water,protain,protainb_by_amino,lipid,fantnlea,fasat,fams,fapu,carbohydrate,choavlm,fibsol,fibins,fibtg,ash,ne,k,ca,mg,p,fe,zn,cu,mn,i_d,se,cr,mo,retol,carta,cartb,crypxb,cartbeq,vita_rae,vitd,tocpha,tocphb,tocphg,tocphd,vitk,thiahcl,ribf,nia,vitb6a,vitb12,fol,pantac,biot,vitc,nacl_eq,alc,nitra,thebrn,caffn,tan,polyphent,aceac,food_id
76,268,35.3,9.1,-,3,2.7,0.49,0.7,1.37,51.1,-53.2,0.8,1.5,2.3,1.5,510,91,13,22,77,0.8,0.6,0.09,0.5,-,-,-,-,0,0,0,0,0,0,0,0.3,0.2,0.4,0.2,0,0.15,0.11,1,0.05,0,20,0.54,-,0,1.3,-,-,-,-,-,-,-,76
77,171,60.4,7.1,-6.5,1.2,-1,-0.28,-0.11,-0.61,31.1,-,0.6,0.9,1.5,0.2,1,3,8,6,31,0.5,0.2,0.07,0.08,-,-,-,-,0,-,-,-,0,0,0,Tr,Tr,0,0,0,0.01,0.02,0.3,0.01,0,4,0.25,-,0,0,-,-,-,-,-,-,-,77
78,280,35,11,-8.9,5.1,-4.8,-2.2,-1.34,-1.01,47.6,-51.5,1.2,1.8,3,1.3,350,110,25,29,97,1.1,0.7,0.15,0.47,-,-,-,-,0,0,3,0,3,Tr,0,0.3,0.2,0.4,0.3,(Tr),0.11,0.02,1.2,0.05,0,40,0.41,-,0,0.9,-,-,-,-,-,-,-,78
79,319,26,12.5,-10.1,5.8,-5.4,-2.51,-1.52,-1.14,54.3,-58.7,1.4,2.1,3.5,1.4,400,130,28,34,110,1.2,0.8,0.17,0.53,-,-,-,-,0,0,4,0,4,Tr,0,0.4,0.2,0.4,0.3,(Tr),0.13,0.03,1.4,0.06,0,46,0.47,-,0,1,-,-,-,-,-,-,-,79
80,373,13.5,14.6,-11.8,6.8,-6.4,-2.94,-1.78,-1.34,63.4,-68.6,1.6,2.4,4,1.7,460,150,33,39,130,1.4,0.9,0.2,0.62,-,-,-,-,0,0,4,0,4,Tr,0,0.4,0.2,0.5,0.4,0,0.15,0.03,1.6,0.07,0,54,0.54,-,0,1.2,-,-,-,-,-,-,-,80
81,252,36.4,3.9,3.3,0.7,0.6,0.18,0.09,0.25,57.6,57.6,0.6,0.6,1.1,1.4,530,59,11,12,57,0.3,0.2,0.05,0.21,-,-,-,-,0,0,0,0,0,0,-,0,0,Tr,0,0,0.04,Tr,0.4,0.02,0,4,0.11,-,0,1.3,-,-,-,-,-,-,-,81
82,353,14.9,6.8,5.9,2.7,2.5,0.62,0.83,0.9,74.3,78.4,0.7,2.3,3,1.2,1,230,9,110,290,2.1,1.8,0.27,2.06,Tr,3,0,64,0,0,1,0,1,Tr,0,1.2,0.1,0.1,0,0,0.41,0.04,6.3,0.45,0,27,1.37,6,0,0,-,-,-,-,-,-,-,82
83,356,14.9,6.5,-5.6,1.8,-1.7,-0.45,-0.52,-0.61,75.9,81.5,0.4,1,1.4,0.8,1,150,7,64,210,1.5,1.6,0.24,1.4,Tr,2,0,76,0,0,0,0,0,0,0,0.8,Tr,0.1,0,0,0.3,0.03,3.5,0.28,0,18,1,3.5,0,0,-,-,-,-,-,-,-,83
84,359,14.9,6.3,-5.4,1.5,-1.4,-0.4,-0.41,-0.51,76.6,83.3,0.2,0.7,0.9,0.6,1,120,6,45,180,1.3,1.5,0.23,1.05,0,2,Tr,73,0,0,0,0,0,0,0,0.4,Tr,0,0,0,0.24,0.03,1.7,0.2,0,15,0.84,2.9,0,0,-,-,-,-,-,-,-,84
85,358,14.9,6.1,5.2,0.9,0.8,0.29,0.21,0.31,77.6,83.1,Tr,0.5,0.5,0.4,1,89,5,23,95,0.8,1.4,0.22,0.81,0,2,0,69,0,0,0,0,0,0,0,0.1,Tr,0,0,0,0.08,0.02,1.2,0.12,0,12,0.66,1.4,0,0,-,-,-,-,-,-,-,85
86,359,14.9,6.4,5.6,1.2,1,0.29,0.28,0.37,77.2,77.6,(Tr),-0.5,-0.5,0.4,Tr,97,5,33,100,0.2,1.5,0.22,1.3,0,2,16,39,0,0,0,0,0,0,0,-0.2,0,0,0,0,0.12,0.02,1.6,-0.12,0,-12,-0.66,-1.4,0,0,-,-,-,-,-,-,-,86
87,369,12.2,7.5,-,0.8,-,-,-,-,79.1,-,0,0.4,0.4,0.4,1,69,5,19,90,0.6,1.5,0.21,0.92,-,-,-,-,0,0,0,0,0,0,0,0.1,0,0,0,0,0.06,0.02,1.1,0.08,0,16,0.69,-,0,0,-,-,-,-,-,-,-,87
88,357,14.9,6.5,-,2,1.9,0.55,0.52,0.7,75.8,79.4,0.3,1,1.3,0.7,1,150,7,51,150,0.9,1.6,0.22,1.54,0,2,Tr,57,0,0,0,0,0,0,0,0.9,Tr,0.1,0,0,0.23,0.03,3.1,0.22,0,18,1,3.3,0,0,-,-,-,-,-,-,-,88
89,356,14.9,6.5,5.4,3.3,2.8,0.7,1.01,0.95,74.3,76.2,0.5,2.6,3.1,1.1,3,160,13,120,280,1,1.9,0.23,2.07,-,-,-,-,0,0,0,0,0,0,0,1.2,0.1,0.2,0,0,0.35,0.02,4.9,0.34,0,18,0.75,-,0,0,-,-,-,-,-,-,-,89
90,165,60,2.8,2.4,1,-0.9,-0.23,-0.3,-0.33,35.6,35.1,0.2,1.2,1.4,0.6,1,95,7,49,130,0.6,0.8,0.12,1.04,0,1,0,34,0,0,0,0,0,0,0,0.5,Tr,0.1,0,0,0.16,0.02,2.9,0.21,0,10,0.65,2.5,0,0,-,-,-,-,-,-,-,90
91,167,60,2.7,-2.2,0.6,-0.5,-0.15,-0.17,-0.2,36.4,36.8,0.2,0.6,0.8,0.3,1,43,4,22,53,0.2,0.7,0.11,0.6,0,1,0,34,0,0,0,0,0,0,0,0.2,Tr,0,0,0,0.08,0.01,1.6,0.07,0,6,0.35,1.2,0,0,-,-,-,-,-,-,-,91
92,168,60,2.6,-2.1,0.5,-0.5,-0.13,-0.14,-0.17,36.7,36.8,0.1,0.4,0.5,0.2,1,35,4,13,44,0.2,0.7,0.11,0.46,0,1,0,35,0,0,0,0,0,0,0,0.1,0,0,0,0,0.06,0.01,0.8,0.03,0,5,0.26,0.9,0,0,-,-,-,-,-,-,-,92
93,168,60,2.5,2,0.3,-0.3,-0.1,-0.07,-0.1,37.1,38.1,0,0.3,0.3,0.1,1,29,3,7,34,0.1,0.6,0.1,0.35,0,1,0,30,0,0,0,0,0,0,0,Tr,Tr,0,0,0,0.02,0.01,0.2,0.02,0,3,0.25,0.5,0,0,-,-,-,-,-,-,-,93
94,202,52.1,3.5,3,0.5,0.4,0.15,0.09,0.15,43.9,45.6,0,-0.4,-0.4,0.1,0,28,2,5,19,0.1,0.8,0.11,0.5,0,1,0,48,0,0,0,0,0,0,0,(Tr),0,0,0,0,0.03,0.01,0.2,-0.02,0,-4,-0.3,-0.5,0,0,-,-,-,-,-,-,-,94
95,167,60,2.7,-,0.6,-0.6,-0.16,-0.15,-0.21,36.4,37.9,0.2,0.6,0.8,0.3,1,51,5,24,68,0.2,0.7,0.1,0.68,0,1,1,28,0,0,0,0,0,0,0,0.4,Tr,Tr,0,0,0.08,0.01,0.8,0.09,0,6,0.44,1,0,0,-,-,-,-,-,-,-,95
96,167,60,3,2.6,1.4,1.3,0.26,0.51,0.43,35,33.2,0.2,1.6,1.8,0.5,1,68,6,53,130,0.4,0.9,0.11,0.93,-,-,-,-,0,0,0,0,0,0,0,0.3,0,0.1,0,0,0.13,0.01,2,0.13,0,6,0.36,-,0,0,-,-,-,-,-,-,-,96
97,70,83,1.2,-1,0.4,-0.4,-0.09,-0.12,-0.13,15.2,-14.9,0.1,0.5,0.6,0.2,1,41,3,21,55,0.2,0.3,0.05,0.44,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.01,1.2,0.09,0,4,0.28,-,0,0,-,-,-,-,-,-,-,97
98,71,83,1.1,-0.9,0.3,-0.3,-0.08,-0.09,-0.1,15.5,-15.7,0.1,0.2,0.3,0.1,Tr,18,2,9,23,0.1,0.3,0.05,0.26,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0.03,Tr,0.7,0.03,0,2,0.15,-,0,0,-,-,-,-,-,-,-,98
99,71,83,1.1,-0.9,0.2,-0.2,-0.05,-0.05,-0.07,15.6,-15.6,Tr,0.2,0.2,0.1,Tr,15,2,6,19,0.1,0.3,0.04,0.19,-,-,-,-,0,0,0,0,0,0,0,Tr,Tr,Tr,0,0,0.03,Tr,0.3,0.01,0,2,0.11,-,0,0,-,-,-,-,-,-,-,99
100,71,83,1.1,-0.9,0.1,-0.1,-0.03,-0.02,-0.03,15.7,-16.2,0,0.1,0.1,0.1,Tr,12,1,3,14,Tr,0.3,0.04,0.15,0,0,0,13,0,0,0,0,0,0,0,Tr,Tr,0,0,0,0.01,Tr,0.1,0.01,0,1,0.11,0.3,0,0,-,-,-,-,-,-,-,100
101,35,91.5,0.6,-0.5,0.2,-0.2,-0.05,-0.06,-0.07,7.6,-7.5,Tr,0.3,0.3,0.1,Tr,20,1,10,28,0.1,0.2,0.03,0.22,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0.03,Tr,0.6,0.05,0,2,0.14,-,0,0,-,-,-,-,-,-,-,101
102,35,91.5,0.6,-0.5,0.1,-0.1,-0.03,-0.03,-0.03,7.7,-7.8,Tr,0.1,0.1,0.1,Tr,9,1,5,11,Tr,0.2,0.02,0.13,-,-,-,-,0,0,0,0,0,0,0,Tr,Tr,Tr,0,0,0.02,Tr,0.3,0.01,0,1,0.07,-,0,0,-,-,-,-,-,-,-,102
103,35,91.5,0.6,-0.5,0.1,-0.1,-0.03,-0.03,-0.03,7.7,-7.8,Tr,0.1,0.1,0.1,Tr,8,1,3,9,Tr,0.1,0.02,0.1,-,-,-,-,0,0,0,0,0,0,0,Tr,Tr,0,0,0,0.01,Tr,0.2,0.01,0,1,0.05,-,0,0,-,-,-,-,-,-,-,103
104,36,91.5,0.5,-0.4,0.1,-0.1,-0.03,-0.02,-0.03,7.9,-8.1,0,0.1,0.1,0,Tr,6,1,1,7,Tr,0.1,0.02,0.08,0,Tr,0,7,0,0,0,0,0,0,0,Tr,0,0,0,0,Tr,Tr,Tr,Tr,0,1,0.05,0.1,0,0,-,-,-,-,-,-,-,104
105,20,95,0.4,-0.3,0.1,-0.1,-0.02,-0.03,-0.03,4.4,-4.4,Tr,0.2,0.2,0.1,Tr,12,1,6,16,0.1,0.1,0.01,0.13,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0.02,Tr,0.4,0.03,0,1,0.08,-,0,0,-,-,-,-,-,-,-,105
106,21,95,0.3,-0.2,0.1,-0.1,-0.03,-0.03,-0.03,4.6,-4.6,Tr,0.1,0.1,0,Tr,5,1,3,7,Tr,0.1,0.01,0.08,-,-,-,-,0,0,0,0,0,0,0,Tr,Tr,Tr,0,0,0.01,Tr,0.2,0.01,0,1,0.04,-,0,0,-,-,-,-,-,-,-,106
107,21,95,0.3,-0.2,0.1,-0.1,-0.03,-0.03,-0.03,4.6,-4.6,Tr,Tr,Tr,0,Tr,4,1,2,5,Tr,0.1,0.01,0.06,-,-,-,-,0,0,0,0,0,0,0,Tr,Tr,0,0,0,0.01,Tr,0.1,Tr,0,1,0.03,-,0,0,-,-,-,-,-,-,-,107
108,21,95,0.3,-0.2,0,0,0,0,0,4.7,-4.8,0,Tr,Tr,0,Tr,4,Tr,1,4,Tr,0.1,0.01,0.04,0,1,0,8,0,0,0,0,0,0,0,Tr,0,0,0,0,Tr,Tr,Tr,Tr,0,Tr,0.03,0.1,0,0,-,-,-,-,-,-,-,108
109,351,14.9,10.1,-8.7,2.7,-2.5,-0.62,-0.83,-0.9,71.1,-78.4,0.7,2.3,3,1.2,1,230,9,110,290,2.1,1.8,0.27,1.53,-,-,-,-,0,0,1,0,1,Tr,0,1.2,0.1,0.1,0,0,0.41,0.04,6.3,0.45,0,27,1.37,-,0,0,-,-,-,-,-,-,-,109
110,355,14.9,9.6,-8.1,1.8,-1.7,-0.45,-0.52,-0.61,72.9,-81.5,0.4,1,1.4,0.8,1,150,7,64,210,1.5,1.6,0.24,1.04,-,-,-,-,0,0,0,0,0,0,0,0.8,Tr,0.1,0,0,0.3,0.03,4.9,0.28,0,18,1,-,0,0,-,-,-,-,-,-,-,110
111,358,14.9,9.5,-8,1.5,-1.4,-0.4,-0.41,-0.51,73.4,-83.3,0.2,0.7,0.9,0.7,1,120,6,45,180,1.3,1.5,0.23,0.78,-,-,-,-,0,0,0,0,0,0,0,0.4,Tr,0,0,0,0.24,0.03,3.4,0.2,0,15,0.84,-,0,0,-,-,-,-,-,-,-,111
112,357,14.9,9.3,-7.8,0.9,-0.8,-0.29,-0.21,-0.31,74.5,-83.1,Tr,0.5,0.5,0.4,1,89,5,23,95,0.8,1.4,0.22,0.59,-,-,-,-,0,0,0,0,0,0,0,0.1,Tr,0,0,0,0.08,0.02,1.2,0.12,0,12,0.66,-,0,0,-,-,-,-,-,-,-,112
113,164,60,4.1,-3.5,1,-0.9,-0.23,-0.3,-0.33,34.3,-35.1,0.2,1.2,1.4,0.6,1,95,7,49,130,0.6,0.8,0.12,0.77,-,-,-,-,0,0,0,0,0,0,0,0.5,Tr,0.1,0,0,0.16,0.02,2.9,0.21,0,10,0.65,-,0,0,-,-,-,-,-,-,-,113
114,166,60,3.8,-3.1,0.6,-0.5,-0.15,-0.17,-0.2,35.3,-36.8,0.2,0.6,0.8,0.3,1,43,4,22,53,0.2,0.7,0.11,0.45,-,-,-,-,0,0,0,0,0,0,0,0.2,Tr,0,0,0,0.08,0.01,1.6,0.07,0,6,0.35,-,0,0,-,-,-,-,-,-,-,114
115,168,60,3.6,-2.9,0.5,-0.5,-0.13,-0.14,-0.17,35.7,-36.8,0.1,0.4,0.5,0.2,1,35,4,13,44,0.2,0.7,0.11,0.34,-,-,-,-,0,0,0,0,0,0,0,0.1,0,0,0,0,0.06,0.01,0.8,0.03,0,5,0.26,-,0,0,-,-,-,-,-,-,-,115
116,168,60,3.5,-2.8,0.3,-0.3,-0.1,-0.07,-0.1,36.1,-38.1,0,0.3,0.3,0.1,1,29,3,7,34,0.1,0.6,0.1,0.26,-,-,-,-,0,0,0,0,0,0,0,Tr,Tr,0,0,0,0.02,0.01,0.2,0.02,0,3,0.25,-,0,0,-,-,-,-,-,-,-,116
117,388,7.9,6,4.9,1,0.8,0.31,0.19,0.28,84.8,87.6,0.2,1,1.2,0.3,5,37,7,14,71,0.1,1.6,0.22,0.6,0,2,1,69,0,0,0,0,0,0,0,0.1,0,0,0,0,0.04,Tr,0.5,0.04,0,7,0.19,1,0,0,-,-,-,-,-,-,-,117
118,388,7.9,6,-,1,-,-,-,-,84.8,-,0.2,1,1.2,0.3,5,37,7,14,71,0.1,1.6,0.22,0.6,0,2,1,69,0,0,0,0,0,0,0,0.1,0,0,0,0,0.41,Tr,0.5,0.04,0,7,0.19,1,0,0,-,-,-,-,-,-,-,118
119,179,57,2.7,2.3,0.3,-0.3,-0.1,-0.07,-0.1,39.4,39.7,0,0.4,0.4,0.6,200,31,3,7,37,0.1,0.6,0.1,0.38,-,-,-,-,0,0,0,0,0,0,0,Tr,Tr,0,0,0,0.02,0.01,0.2,0.02,0,3,0.27,-,0,0.5,-,-,-,-,-,-,-,119
120,181,56,3.1,-2.7,0.3,-0.3,-0.1,-0.07,-0.1,39.5,-40.6,0,0.4,0.4,1.1,380,56,5,11,46,0.2,0.7,0.1,0.37,25,4,1,43,0,0,0,0,0,0,0,Tr,Tr,0,0,0,0.03,0.02,0.3,0.03,0,5,0.29,1.1,0,1,-,-,-,-,-,-,-,120
121,210,50,3.2,-2.8,0.4,-0.4,-0.13,-0.09,-0.14,46.2,-46.1,0,0.4,0.4,0.2,1,36,4,9,43,0.1,0.7,0.12,0.4,-,-,-,-,0,0,0,0,0,0,0,Tr,Tr,0,0,0,0.03,0.01,0.3,0.02,0,4,0.31,-,0,0,-,-,-,-,-,-,-,121
122,362,14,6.2,5.3,0.9,-0.8,-0.29,-0.21,-0.31,78.5,83.5,Tr,0.6,0.6,0.4,2,89,5,23,96,0.8,1,0.19,0.75,1,4,1,77,0,-,-,-,0,0,0,0.2,0,0,0,0,0.09,0.02,1.3,0.12,0,12,0.67,1.1,0,0,-,-,-,-,-,-,-,122
123,395,4.6,7.1,5.3,2.9,2.5,0.67,0.91,0.85,84.1,84.8,0.6,2.9,3.5,1.3,3,230,12,110,290,1.4,2.4,0.3,2.49,1,2,6,120,0,0,0,0,0,0,-,1.2,Tr,0.1,0,0,0,0.03,4.6,0.08,0,9,0.12,5.1,0,0,-,-,-,-,-,-,-,123
124,374,11.1,6,5,0.7,0.6,0.25,0.12,0.2,81.9,81.7,Tr,0.6,0.6,0.3,1,45,6,11,62,0.1,1.5,0.23,0.6,-,-,-,-,0,0,0,0,0,0,-,0,0,0,0,0,0.03,0.01,0.3,0.04,0,9,0.2,-,0,0,-,-,-,-,-,-,-,124
125,255,41.2,3.4,2.7,3.1,2.8,0.43,1.71,0.57,51.3,55.6,0.1,0.8,0.9,1,340,92,4,11,46,0.2,0.9,0.12,0.38,-,-,-,-,-,-,-,-,-,-,-,0.5,0,0.5,0,-,0.05,0.03,0.7,0.04,-,30,0.23,-,-,0.9,-,-,-,-,-,-,-,125
126,265,37,3.6,3.1,0.7,0.6,0.24,0.16,0.2,58.4,56.6,0.3,0.6,0.9,0.3,48,43,5,11,56,0.1,1.1,0.15,0.48,-,-,-,-,0,0,0,0,0,0,-,Tr,0,0,0,0,0.03,Tr,0.5,0.05,0,4,0.31,-,0,0.1,-,-,-,-,-,-,-,126
127,377,11.1,7,5.7,1.6,-1.5,-0.51,-0.37,-0.55,79.9,-79.9,0,0.9,0.9,0.4,2,33,14,13,59,0.7,0.6,0.06,0.33,5,3,4,25,0,-,-,-,0,0,0,0,0,0,0,0,0.06,0.02,0.6,0,0,4,0.09,0.6,0,0,-,-,-,-,-,-,-,127
128,286,33,5.8,-,1.7,-,-,-,-,59.2,-,0.2,1.2,1.4,0.3,3,61,5,16,83,0.3,0.9,0.16,0.74,0,2,0,48,0,-,-,-,0,0,0,0.2,0,0,0,0,0.11,0.13,1.5,0.11,0,71,0.42,4.2,0,0,-,-,-,-,-,-,-,128
129,234,44.5,4,3.6,0.6,-0.5,-0.17,-0.11,-0.18,50.8,50,0,0.5,0.5,0.1,0,32,3,6,22,0.1,0.9,0.13,0.58,0,2,0,56,0,0,0,0,0,0,0,Tr,0,0,0,0,0.03,0.01,0.2,0.03,0,4,0.34,0.6,0,0,-,-,-,-,-,-,-,129
130,190,53,4.3,-3.6,0.6,-0.5,-0.14,-0.12,-0.18,41.9,-43.4,0.1,1.5,1.6,0.2,0,71,6,11,34,0.4,0.9,0.13,0.45,0,2,0,61,0,0,1,0,1,Tr,0,Tr,0,0.3,0.5,1,0.05,0.01,0.2,0.03,0,9,0.3,1,0,0,-,-,-,-,-,-,-,130
131,132,69.5,2.3,-2,1.8,-1.5,-0.53,-0.33,-0.55,25.7,-29,0,0.2,0.2,0.7,16,300,6,6,10,0.1,0.7,0.05,0.39,-,-,-,-,0,-,-,-,0,0,0,Tr,0,0,0,0,Tr,Tr,Tr,0.01,0,1,0,-,0,0,-,-,-,-,-,-,-,131
132,369,12.5,6.3,5.4,1,-0.8,-0.25,-0.24,-0.32,80,84.2,Tr,0.5,0.5,0.2,2,3,5,6,45,1.1,1.2,0.17,0.55,3,3,1,56,0,-,-,-,0,0,0,0,0,0,0,0,0.03,0.01,0.4,0.01,0,14,0,1,0,0,-,-,-,-,-,-,-,132
133,372,11.6,7.1,-6.1,0.7,0.5,0.22,0.12,0.15,80.4,-85.1,0,0.7,0.7,0.2,4,45,6,9,41,0.4,1.5,0.22,0.9,-,-,-,-,0,0,0,0,0,0,0,Tr,0,0,0,0,0.04,0.01,0.4,0.04,0,6,0.22,-,0,0,-,-,-,-,-,-,-,133
134,412,10.3,13.4,10.7,19.6,17.5,3.45,7.37,5.9,48.8,27.5,2.2,18.3,20.5,7.9,7,1500,35,850,2000,7.6,5.9,0.48,14.97,3,5,5,65,0,0,0,0,0,0,-,10.4,0.5,1.2,0.1,0,3.12,0.21,34.6,3.27,0,180,4.43,38.2,0,0,-,-,-,-,-,-,-,134
135,361,13.5,12,10,3.1,2.9,0.6,1.11,1.02,69.6,70.2,0.8,3.5,4.3,1.8,2,410,17,190,400,2.8,2.4,0.54,1.09,1,7,4,47,0,-,-,-,0,0,0,0.2,0,6.8,0.3,0,0.46,0.11,4.5,0.3,0,51,1.56,17,0,0,-,-,-,-,-,-,-,135
136,359,14,6,-,1.6,-1.5,-0.31,-0.57,-0.53,77.6,81.2,0.5,1.3,1.8,0.8,1,190,10,83,130,1.7,0.9,0.37,0.49,0,7,2,12,0,-,-,-,0,0,0,0.1,0,2.7,0.2,0,0.16,0.07,2.2,0.2,0,30,0.72,4.7,0,0,-,-,-,-,-,-,-,136
137,360,13.5,10.2,-,2.7,-2.5,-0.53,-0.97,-0.89,71.6,71.3,1.3,3.1,4.4,2,2,470,19,220,390,3,2.2,0.58,1.17,0,13,3,43,0,-,-,-,0,0,0,0.2,0,7.2,0.4,0,0.35,0.1,4.1,0.44,0,44,1.54,18.4,0,0,-,-,-,-,-,-,-,137
138,358,13,15,-,3.6,-3.3,-0.7,-1.29,-1.19,65.1,45.5,1.1,6,7.1,3.3,2,750,32,340,700,4.2,4.6,0.91,2.42,2,16,6,77,0,-,-,-,0,0,0,0.4,Tr,11,0.7,0,0.5,0.14,7.1,0.76,0,84,2.6,38.2,0,0,-,-,-,-,-,-,-,138
139,364,12.8,9.6,-8,2.5,-2.3,-0.49,-0.89,-0.82,73.7,-70.8,1,2.7,3.7,1.4,1,390,12,150,260,1.6,1.4,0.38,0.76,-,-,-,-,0,-,-,-,0,0,0,0.1,0,1.9,0.1,0,0.42,0.1,4.3,0.35,0,23,1.53,-,0,0,-,-,-,-,-,-,-,139
140,274,33,9.8,8,1.9,-1.7,-0.4,-0.42,-0.8,54.5,-56.4,1,1.7,2.7,0.8,1,160,18,65,170,1.4,1,0.21,0.86,4,24,3,25,0,-,-,-,0,0,0,0.2,0.1,1.9,0.1,0,0.19,0.09,3.4,0.15,0,19,1.09,5.5,0,0,-,-,-,-,-,-,-,140
141,132,68,4.8,-3.9,1,-0.9,-0.21,-0.22,-0.42,26,-27,0.5,1.5,2,0.2,2,34,9,27,80,0.8,0.4,0.1,0.38,Tr,12,2,11,0,-,-,-,0,0,0,0.1,Tr,0.8,Tr,0,0.05,0.02,0.5,0.04,0,8,0.33,2.7,0,0,-,-,-,-,-,-,-,141
142,344,14,14,11.4,2.3,-2.1,-0.49,-0.5,-0.97,66.7,-72.4,1.6,2.1,3.7,3,850,260,24,100,230,2.6,1.5,0.34,1.11,-,-,-,-,0,-,-,-,0,0,0,0.3,0.2,1.3,0.1,0,0.37,0.08,3.2,0.24,0,25,1.15,-,0,2.2,-,-,-,-,-,-,-,142
143,114,72,4.8,-3.9,0.7,-0.6,-0.15,-0.15,-0.3,22.1,-23.6,0.5,1,1.5,0.4,50,13,12,33,72,0.9,0.4,0.1,0.33,-,-,-,-,0,-,-,-,0,0,0,0.1,0.1,0.5,0,0,0.08,0.02,0.6,0.05,0,5,0.22,-,0,0.1,-,-,-,-,-,-,-,143
144,350,14.5,8.6,-7.4,5,-4.5,-1.01,-1.07,-2.24,70.6,71.2,0.6,8.4,9,1.3,3,290,5,75,270,1.9,1.7,0.18,-,0,6,Tr,20,0,11,99,100,150,13,0,1,0.1,3.9,0.1,0,0.3,0.1,2,0.39,0,28,0.57,8.3,0,0,-,-,-,-,-,-,-,144
145,350,14.5,8.6,-,5,-,-,-,-,70.6,-,0.6,8.4,9,1.3,3,290,5,75,270,1.9,1.7,0.18,-,0,6,Tr,20,0,-,-,-,Tr,0,0,1,0.1,3.9,0.1,0,0.3,0.1,2,0.39,0,28,0.57,8.3,0,0,-,-,-,-,-,-,-,145
146,363,14,8.3,-7,4,-3.6,-0.8,-0.85,-1.79,72.4,-79.7,0.6,7.4,8,1.3,2,220,5,99,130,1.5,1.4,0.16,0.38,-,-,-,-,0,11,100,100,160,13,0,1.1,0.1,4.1,0.2,0,0.15,0.08,0.9,0.43,0,28,0.57,-,0,0,-,-,-,-,-,-,-,146
147,363,14,8.3,-,4,-,-,-,-,72.4,-,0.6,7.4,8,1.3,2,220,5,99,130,1.5,1.4,0.16,0.38,-,-,-,-,0,-,-,-,Tr,0,0,1.1,0.1,4.1,0.2,0,0.15,0.08,0.9,0.43,0,28,0.57,-,0,0,-,-,-,-,-,-,-,147
148,355,14,8.2,7.5,1,0.9,0.2,0.21,0.45,76.4,82.3,0.1,2.3,2.4,0.4,1,160,2,21,50,0.3,0.4,0.07,-,Tr,6,0,10,0,15,110,130,180,15,0,0.2,Tr,0.5,0,0,0.06,0.05,0.7,0.11,0,8,0.32,3.1,0,0,-,-,-,-,-,-,-,148
149,355,14,8.2,-,1,-,-,-,-,76.4,-,0.1,2.3,2.4,0.4,1,160,2,21,50,0.3,0.4,0.07,-,Tr,6,0,10,0,-,-,-,Tr,0,0,0.2,Tr,0.5,0,0,0.06,0.05,0.7,0.11,0,8,0.32,3.1,0,0,-,-,-,-,-,-,-,149
150,363,14,6.6,-5.7,2.8,-2.5,-0.56,-0.6,-1.26,76.1,-79.7,0.2,1.5,1.7,0.5,1,200,3,31,90,0.6,0.6,0.08,0.13,-,-,-,-,0,14,69,100,130,11,0,0.2,Tr,0.8,0,0,0.14,0.06,1.3,0.2,0,9,0.37,-,0,0,-,-,-,-,-,-,-,150
151,363,14,6.6,-,2.8,-,-,-,-,76.1,-,0.2,1.5,1.7,0.5,1,200,3,31,90,0.6,0.6,0.08,0.13,-,-,-,-,0,-,-,-,Tr,0,0,0.2,Tr,0.8,0,0,0.14,0.06,1.3,0.2,0,9,0.37,-,0,0,-,-,-,-,-,-,-,151
152,435,4.3,5.7,-5.2,11.8,10.6,3.37,3.74,3.05,76.6,-,0.6,9.9,10.5,1.6,430,110,8,88,180,1.3,1.6,0.07,0.3,-,-,-,-,0,0,0,-,0,0,0,1.4,0.1,2.4,0.3,1,0.08,0.02,1.9,0.11,0,12,0.12,-,0,1.1,-,-,-,-,-,-,-,152
153,484,4,10.2,-8.7,22.8,-21.7,-6.3,-6.76,-7.73,59.6,-59.5,0.2,9.1,9.3,3.4,570,300,7,95,290,4.3,2.4,0.2,-,-,-,-,-,0,3,91,170,180,15,0,3,0.1,8.3,0.4,-,0.13,0.08,2,0.27,0,22,0.46,-,0,1.4,-,-,-,-,-,-,-,153
154,381,4.5,7.8,6.6,1.7,-1.2,-0.42,-0.2,-0.55,83.6,-89.9,0.3,2.1,2.4,2.4,830,95,1,14,45,0.9,0.2,0.07,-,Tr,5,3,15,0,10,72,80,120,10,0,0.3,0.1,3.1,2,0,0.03,0.02,0.3,0.04,0,6,0.22,1.6,0,2.1,-,-,-,-,-,-,-,154
155,360,13,13.3,12.3,1.3,-,-,-,-,72.2,-,0,0.6,0.6,0.2,1,85,6,12,20,0.4,0.4,0.11,0.81,-,-,-,-,0,-,-,-,0,0,0,0,0,0.1,0,0,0.02,0.05,0.5,0.07,0,16,0.16,-,0,0,-,-,-,-,-,-,-,155
156,366,12.9,9.4,8.2,3.3,3,0.56,0.66,1.65,73.2,77.9,0.4,3.9,4.3,1.3,6,240,7,58,280,1.6,2.2,0.15,1.37,0,4,2,10,0,0,0,0,0,0,0,0.1,0,1.2,0,0,0.25,0.02,0.4,0.17,0,14,1.5,3.6,0,0,-,-,-,-,-,-,-,156
