id,enerc_kcal,water,protain,protainb_by_amino,lipid,fantnlea,fasat,fams,fapu,carbohydrate,choavlm,fibsol,fibins,fibtg,ash,ne,k,ca,mg,p,fe,zn,cu,mn,i_d,se,cr,mo,retol,carta,cartb,crypxb,cartbeq,vita_rae,vitd,tocpha,tocphb,tocphg,tocphd,vitk,thiahcl,ribf,nia,vitb6a,vitb12,fol,pantac,biot,vitc,nacl_eq,alc,nitra,thebrn,caffn,tan,polyphent,aceac,food_id
1148,241,57.5,18.4,15.7,15.2,14,1.06,8.6,3.77,7.8,8.4,0.1,0.6,0.7,1.2,110,330,90,31,210,0.2,0.5,0.03,0.08,22,33,0,-,2,0,14,0,14,3,0.6,3.2,0,6.4,0.1,18,0.09,0.06,2.4,0.15,2,9,0.3,2.2,1,0.3,-,-,-,-,-,-,-,1148
1149,262,63.9,13.6,-11.2,21.7,19.7,4.04,10.65,4.13,Tr,-,0,0,0,0.8,75,250,32,32,130,0.3,0.4,0.11,-,-,-,-,-,65,0,0,0,0,65,4,2.4,0,0,0,0,0.03,0.07,0.8,0.04,1,2,0.2,-,2,0.2,-,-,-,-,-,-,-,1149
1150,93,78.2,18.8,-15.5,1.4,0.8,0.33,0.18,0.24,0.1,-,0,0,0,1.5,150,330,100,34,240,1.1,1.9,0.1,0.03,-,-,-,-,0,0,0,0,0,0,10,0.3,0,0,0,Tr,0.02,0.25,6.2,0.44,8.3,8,0.87,-,3,0.4,-,-,-,-,-,-,-,1150
1151,274,32.2,47.9,-,7.4,3.6,1.74,0.77,0.95,0.5,-,0,0,0,12,2600,660,1400,170,1200,5.9,0.7,0.19,0.41,-,-,-,-,0,0,0,0,0,0,24,0.4,0,0.1,0.1,0,0.02,0.64,13.4,0.26,24.4,36,1.36,-,1,6.6,-,-,-,-,-,-,-,1151
1152,263,51,26.2,-,17.1,13,3.15,6.36,2.91,1.1,-,0,0,0,4.6,1600,200,8,30,450,2.4,2.5,0.07,0.12,-,-,-,-,59,0,6,0,6,60,1,9.3,0,0,0,0,0.01,1.31,0.6,0.24,18.7,49,2.38,-,4,4.1,-,-,-,-,-,-,-,1152
1153,78,80.5,18.2,-15,0.1,0.1,0.01,0.01,0.03,Tr,-,0,0,0,1.2,140,340,47,28,170,0.3,0.5,0.02,0.01,-,-,-,-,5,0,0,0,0,5,Tr,0.2,0,0,0,0,0.03,0.07,1.5,0.09,1.3,4,0.42,-,1,0.4,-,-,-,-,-,-,-,1153
1154,232,67.4,13.6,11.8,18.6,16.7,4.5,9.87,1.59,Tr,-,0,0,0,0.9,74,340,15,26,180,0.3,0.3,0.02,0,-,-,-,-,1500,0,0,0,0,1500,3.5,4.6,0,0,0,1,0.05,0.1,1.7,0.09,2.8,1,0.21,-,Tr,0.2,-,-,-,-,-,-,-,1154
1155,287,61.2,14.9,14.3,23.8,21.6,5.89,12.69,2.08,0,-,0,0,0,0.8,63,280,15,25,150,0.3,0.3,0.03,0,-,-,-,-,1800,0,0,0,0,1800,4.2,5.4,0,0,0,1,0.04,0.08,1.6,0.09,2.6,1,0.13,-,0,0.2,-,-,-,-,-,-,-,1155
1156,160,72.1,17.8,14.2,9,7.9,2.15,3.8,1.6,0.1,-,0,0,0,1,59,330,31,73,490,0.3,0.3,0.02,0.01,-,-,-,-,63,0,0,0,0,63,2,1.7,0,0,0,0,0.03,0.05,2.7,0.28,1.1,9,0.23,-,1,0.1,-,-,-,-,-,-,-,1156
1157,83,80.1,18,15,0.8,0.6,0.18,0.17,0.2,Tr,-,0,0,0,1.1,95,260,37,28,140,0.4,0.6,0.03,0.01,-,-,-,-,5,0,0,0,0,5,2.9,0.5,0,0,0,0,0.04,0.28,2.8,0.18,2.5,6,0.46,-,Tr,0.2,-,-,-,-,-,-,-,1157
1158,106,74.3,23.4,-19.5,0.8,0.6,0.18,0.17,0.2,Tr,-,0,0,0,1.5,140,330,51,34,180,0.6,0.8,0.03,0.01,-,-,-,-,7,0,0,0,0,7,3.3,0.7,0,0,0,0,0.05,0.25,3,0.11,2.8,9,0.45,-,Tr,0.4,-,-,-,-,-,-,-,1158
1159,171,71,17.7,14.4,10.2,8.9,2.03,4.67,1.85,0.2,-,0,0,0,0.9,49,340,9,22,180,0.5,1.2,0.05,0.01,-,-,-,-,4,0,0,0,0,4,14,2,Tr,Tr,0,0,0.46,0.18,3.3,0.13,10,10,1.48,-,Tr,0.1,-,-,-,-,-,-,-,1159
1160,208,66.3,19.2,-15.7,13.4,11.8,2.65,6.1,2.49,0.2,-,0,0,0,0.9,47,330,13,22,180,0.6,1.8,0.06,0.01,-,-,-,-,3,0,0,0,0,3,12.3,2,Tr,Tr,0,0,0.37,0.17,3.1,0.11,7.5,9,1.51,-,1,0.1,-,-,-,-,-,-,-,1160
1161,287,62.6,9,-,25.9,22.6,5.22,10.06,6.31,1.3,-,0,0,0,1.2,95,240,9,19,130,3.1,7,0.31,0.1,-,-,-,-,500,0,Tr,0,(Tr),500,9,3.8,Tr,0.1,0,1,0.07,0.54,5.3,0.05,16,110,2.53,-,2,0.2,-,-,-,-,-,-,-,1161
1162,100,75.4,22.5,-18.6,0.5,0.3,0.1,0.08,0.14,0.2,-,0,0,0,1.4,110,450,51,33,260,0.2,0.6,0.02,0.01,-,-,-,-,1,0,0,0,0,1,1,0.1,0,0,0,0,0.07,0.17,4.5,0.34,1.7,4,0.38,-,1,0.3,-,-,-,-,-,-,-,1162
1163,75,81.1,17.5,-14.5,0.1,Tr,0.02,0.01,0.02,0.1,-,0,0,0,1.2,160,280,40,30,160,0.2,0.6,0.01,0.04,-,-,-,-,2,0,3,0,3,2,11,0,0,0,0,0,0.02,0.08,2.4,0.14,3,6,0.16,-,Tr,0.4,-,-,-,-,-,-,-,1163
1164,160,70.6,19,15.3,8.3,7.1,2.29,2.51,1.95,0.4,-,0,0,0,1.7,160,370,190,27,230,1.3,0.7,0.16,-,35,31,1,0,Tr,0,0,0,0,(Tr),9,2.5,0,0,0,0,Tr,0.17,2.1,0.33,10.2,8,1.13,7.4,0,0.4,-,-,-,-,-,-,-,1164
1165,193,61.5,19.1,-15.4,10.1,8.2,3,2.75,2.11,6.4,-,0,0,0,2.9,890,120,160,16,170,1.8,0.9,0.06,0.09,-,-,-,-,Tr,0,0,0,0,(Tr),7,0.5,0,0,0,0,Tr,0.17,2.1,0.15,8.1,1,0.41,-,0,2.3,-,-,-,-,-,-,-,1165
1166,154,70.1,21.7,-17.9,6.6,5.1,1.23,2.12,1.58,0.1,-,0,0,0,1.5,64,400,13,29,260,0.4,0.6,0.07,0.01,-,-,-,-,13,0,0,0,0,13,22,0.7,0,0,0,0,0.25,0.18,8,0.49,4.6,16,1.3,-,1,0.2,-,-,-,-,-,-,-,1166
1167,191,62.1,28.1,-23.2,7.7,6.2,1.43,2.63,1.89,0.1,-,0,0,0,2,85,520,20,41,370,0.6,0.7,0.09,0.01,-,-,-,-,15,0,0,0,0,15,31.2,0.9,0,0,0,0,0.24,0.27,10.2,0.36,7.9,19,1.6,-,1,0.2,-,-,-,-,-,-,-,1167
1168,160,64.6,20.9,-17.3,7.4,6.1,1.51,2.6,1.76,0.6,-,0,0,0,6.5,2300,310,27,34,250,0.4,0.5,0.06,0.01,-,-,-,-,19,0,0,0,0,19,20,0.4,0,0,0,0,0.21,0.17,6.8,0.48,2.1,10,1.07,-,1,5.8,-,-,-,-,-,-,-,1168
1169,156,69.7,20.7,-17.1,7.2,6.5,1.29,3.18,1.8,0.1,-,0,0,0,2.3,360,300,110,36,320,1.5,0.9,0.1,0.08,-,-,-,-,Tr,0,0,0,0,(Tr),7,0.7,0,0,0,0,0.15,0.13,6,0.25,3.4,15,0.66,-,0,0.9,-,-,-,-,-,-,-,1169
1170,204,66,19.6,-,12.8,9,2.23,3.5,2.92,0.3,-,0,0,0,1.3,48,350,12,25,290,0.3,0.6,0.05,0.01,4,28,0,0,36,-,-,-,Tr,36,15,1.8,Tr,Tr,Tr,0,0.15,0.14,5.3,0.32,5.2,9,1.37,4.6,1,0.1,-,-,-,-,-,-,-,1170
1171,257,56.7,25.2,-,15.8,11.4,2.84,4.38,3.73,0.4,-,0,0,0,1.9,61,460,16,34,320,0.4,0.8,0.07,0.01,-,-,-,-,37,-,-,-,Tr,37,21,2.7,Tr,Tr,Tr,0,0.13,0.19,7.4,0.31,7.5,10,1.65,-,1,0.2,-,-,-,-,-,-,-,1171
1172,161,69.8,20.9,-17.3,7.7,6.2,1.6,2.42,1.89,0.1,-,0,0,0,1.5,53,390,15,28,260,0.4,0.5,0.06,0.01,-,-,-,-,63,0,0,0,0,63,10,2.3,0,0,0,0,0.11,0.14,8.8,0.52,7.6,21,0.97,-,1,0.1,-,-,-,-,-,-,-,1172
1173,233,57.4,28.4,-23.5,12,9.1,2.42,3.58,2.73,0.1,-,0,0,0,2.1,71,520,26,38,370,0.5,0.7,0.08,0.01,-,-,-,-,55,0,0,0,0,55,15.4,3.3,0,0,0,0,0.12,0.23,10.3,0.32,9.2,26,1.28,-,1,0.2,-,-,-,-,-,-,-,1173
1174,133,72.3,22.3,18.3,4.1,3.4,0.66,1.64,0.91,0.1,-,0,0,0,1.2,66,350,14,28,240,0.5,0.5,0.07,0.01,5,31,1,0,11,0,0,0,0,11,32,1.2,0,Tr,0,0,0.15,0.21,6.7,0.64,5.9,20,1.27,9,1,0.2,-,-,-,-,-,-,-,1174
1175,152,68.5,25.5,-21,4.7,3.8,0.76,1.89,1.02,0.1,-,0,0,0,1.2,63,340,19,29,250,0.6,0.6,0.08,0.01,6,34,2,0,13,0,0,0,0,13,34.3,1.1,0,Tr,0,0,0.15,0.23,6.6,0.51,5.3,21,1.21,10.3,Tr,0.2,-,-,-,-,-,-,-,1175
1176,171,64.2,29.1,-23.9,5.1,4.1,0.82,2.01,1.14,0.1,-,0,0,0,1.5,82,440,19,35,310,0.6,0.7,0.08,0.01,5,41,3,0,14,0,0,0,0,14,39.4,1.4,0,Tr,0,0,0.17,0.26,8.7,0.57,6,24,1.67,12.3,1,0.2,-,-,-,-,-,-,-,1176
1177,154,67,22.8,-18.8,6.1,4.4,0.98,1.83,1.43,0.1,-,0,0,0,4,1200,380,28,29,230,1,0.4,0.07,0.02,-,-,-,-,Tr,0,0,0,0,(Tr),21,0.7,0,0,0,0,0.18,0.2,6.2,0.56,6,24,1.45,-,1,3,-,-,-,-,-,-,-,1177
1178,198,59.5,29.3,-24.1,7.9,5.5,1.22,2.32,1.74,0.1,-,0,0,0,3.2,830,480,44,36,300,1.7,0.6,0.08,0.03,-,-,-,-,Tr,0,0,0,0,(Tr),25.3,1,0,0,0,0,0.22,0.24,7.7,0.52,6.3,40,1.8,-,1,2.1,-,-,-,-,-,-,-,1178
1179,199,63.6,22.4,-18.4,11.1,10,2.56,4.41,2.58,0.1,-,0,0,0,2.8,720,320,16,30,270,0.3,0.4,0.05,0.01,-,-,-,-,24,0,0,0,0,24,23,0.4,0,0,0,0,0.14,0.15,7.1,0.58,6.9,11,0.95,-,1,1.8,-,-,-,-,-,-,-,1179
1180,272,48.4,32.6,-,15.6,11.7,2.42,3.82,4.97,0.2,-,0,0,0,3.2,910,210,94,95,530,2,2.1,0.76,0.06,-,-,-,-,330,0,0,0,0,330,44,9.1,0,0,0,0,0.42,0.55,0.1,0.06,47.3,100,2.36,-,6,2.3,-,-,-,-,-,-,-,1180
1181,282,45.7,30.5,26.3,17.4,13.5,2.72,4.02,6.17,0.9,-,0,0,0,5.5,1900,180,62,80,490,2.7,2.2,0.73,0.07,-,-,-,-,670,0,0,0,0,670,47,10.6,0,Tr,0,Tr,0.42,0.61,0.4,0.23,53.9,160,2.4,-,9,4.8,-,-,-,-,-,-,-,1181
1182,77,65.4,16.9,-,0.9,0.5,0.18,0.13,0.18,0.4,-,0,0,0,16.4,5800,300,35,28,220,6.8,1.5,0.13,0.03,-,-,-,-,250,0,0,0,0,250,20,0.4,0,0,0,1,Tr,6.38,2.7,0.07,327.6,60,0.91,-,0,14.7,-,-,-,-,-,-,-,1182
1183,170,68.2,21.2,-17.4,8.5,7.5,1.79,3.76,1.59,0.1,-,0,0,0,2,230,290,190,34,310,0.4,0.8,0.07,0.03,-,-,-,-,Tr,0,0,0,0,(Tr),8,0.6,0,0,0,0,0.15,0.12,7,0.1,6,10,0.41,-,0,0.6,-,-,-,-,-,-,-,1183
1184,237,62.1,20.1,-16.6,16.1,12.9,3.16,5.36,3.79,0.1,-,0,0,0,1.6,39,360,8,28,250,0.3,0.4,0.05,0.01,-,-,-,-,17,0,0,-,0,17,10,3.4,0,0,0,0,0.22,0.09,7.4,0.46,8.9,8,1.73,-,1,0.1,-,-,-,-,-,-,-,1184
1185,295,52.8,25.1,-20.7,20,15.8,3.95,6.62,4.6,0.1,-,0,0,0,2,54,480,13,36,340,0.4,0.5,0.05,0.01,-,-,-,-,22,0,0,-,0,22,10.7,4.2,0,0,0,0,0.21,0.12,8.1,0.39,3.6,9,2.14,-,2,0.1,-,-,-,-,-,-,-,1185
1186,224,63,21.4,18.3,14.2,11.7,3.09,5.04,3.07,0.1,-,0,0,0,1.3,64,390,13,28,250,0.3,0.5,0.04,0.01,4,22,0,0,57,0,0,0,0,57,10.6,5.5,0,1.1,0,-,0.17,0.1,6.8,0.45,5.2,12,1.78,5.4,2,0.2,-,-,-,-,-,-,-,1186
1187,189,67.5,20.5,17.4,10.8,10.1,1.65,4.67,3.31,0.2,-,0,0,0,1.2,50,420,8,29,250,0.3,0.4,0.04,0.01,3,21,0,0,27,0,0,0,0,27,7,3.8,0,0.9,0,-,0.21,0.12,6.7,0.59,3.8,9,1.74,5.5,3,0.1,-,-,-,-,-,-,-,1187
1188,266,55.3,27.2,-23.3,15.8,13.3,3.58,5.75,3.38,0.4,-,0,0,0,1.8,68,490,22,55,350,0.3,0.6,0.05,0.01,-,-,-,0,74,0,0,0,0,74,11.6,5.9,0,-,0,-,0.2,0.15,7,0.3,2.8,15,2.68,-,5,0.2,-,-,-,-,-,-,-,1188
1189,127,74.5,19.7,15.8,4.6,3.7,0.94,1.36,1.26,0.1,-,0,0,0,1.1,50,370,24,28,240,0.2,0.6,0.04,0.01,-,-,-,-,17,0,0,0,0,17,12,1.2,Tr,0,0,0,0.21,0.1,4,0.36,6,13,1.63,-,2,0.1,-,-,-,-,-,-,-,1189
1190,138,71.4,22.5,-18.6,4.5,3.7,0.81,1.75,1.03,0.1,-,0,0,0,1.5,57,380,10,31,260,0.4,0.5,0.07,0.01,-,-,-,-,27,0,0,0,0,27,33,1.3,0,0,0,0,0.26,0.15,6,0.41,9.4,13,1.23,-,Tr,0.1,-,-,-,-,-,-,-,1190
1191,177,63.4,28.5,-23.6,6,4.9,1.06,2.29,1.3,0.1,-,0,0,0,2,72,490,16,39,340,0.5,0.7,0.08,0.01,-,-,-,-,35,0,0,0,0,35,38.4,1.8,0,0,0,0,0.27,0.22,7.2,0.39,3.8,15,1.49,-,2,0.2,-,-,-,-,-,-,-,1191
1192,161,64,25.7,-,5.5,4.4,0.97,2.04,1.23,0.1,-,0,0,0,4.7,1500,250,19,20,240,0.8,0.5,0.07,0.01,-,-,-,-,43,-,-,-,0,43,28,1.2,0,0,0,0,0.23,0.23,8.5,0.52,8,10,1.5,-,0,3.8,-,-,-,-,-,-,-,1192
1193,200,66.5,19.5,-16.1,12.5,9.7,2.5,4.78,1.97,Tr,-,0,0,0,1.5,38,380,18,28,250,0.3,0.4,0.06,0.01,-,-,-,-,160,0,0,-,0,160,16,3.3,0,0,0,0,0.13,0.12,7.7,0.43,3.4,12,1.38,-,1,0.1,-,-,-,-,-,-,-,1193
1194,269,54.9,26.4,-21.8,16.7,13.1,3.44,6.57,2.56,Tr,-,0,0,0,2,48,520,30,33,330,0.4,0.6,0.05,0.01,-,-,-,-,200,0,0,-,0,200,16.7,3.8,0,0,0,0,0.14,0.2,8.1,0.36,4.1,15,1.77,-,Tr,0.1,-,-,-,-,-,-,-,1194
1195,247,62.1,20.6,17.4,16.8,12.8,4.57,5.03,2.66,0.3,-,0,0,0,1.1,110,330,6,30,220,1.2,1.1,0.12,0.01,21,70,2,0,37,0,1,0,1,37,5.1,1.3,0,0,0,2,0.21,0.31,11.7,0.59,12.9,11,0.66,4.9,1,0.3,-,-,-,-,-,-,-,1195
1196,309,57.4,22.6,-19.2,22.6,17.3,6.12,6.62,3.79,0.3,-,0,0,0,1,94,280,7,29,210,1.3,1.1,0.14,0.01,23,66,6,0,31,0,0,0,0,31,4.3,2,0,0,0,-,0.25,0.3,11,0.48,19,13,0.75,8.5,Tr,0.2,-,-,-,-,-,-,-,1196
1197,318,54.1,25.2,-21.4,22.4,17.1,5.87,6.68,3.84,0.4,-,0,0,0,1.3,120,370,10,34,280,1.6,1.4,0.16,0.01,24,21,6,1,34,0,0,0,0,34,4.9,2.1,0,0,0,4,0.3,0.37,13.4,0.54,21.9,13,0.79,8.2,0,0.3,-,-,-,-,-,-,-,1197
1198,332,47.2,20,16.3,25.1,21.9,4.68,10.11,6.17,6.5,6.8,-,-,-,1.1,130,310,14,30,210,1.3,1.1,0.13,0.08,-,-,-,-,42,0,1,1,1,42,3.5,3.2,0,3.7,0.1,19,0.2,0.3,9.9,0.33,10.6,16,0.7,-,0,0.3,-,-,-,-,-,-,-,1198
1199,360,14.6,73.9,-62.7,5.1,2.8,1.02,0.77,0.9,Tr,-,0,0,0,6.4,370,1100,860,140,1200,7.2,8.4,0.43,0.05,-,-,-,-,Tr,0,0,0,0,(Tr),12,0.9,0,0,0,0,0.25,0.85,15,0.68,6,30,1.55,-,0,0.9,-,-,-,-,-,-,-,1199
1200,146,70.7,23,19.5,5.1,3.7,1.2,0.87,1.48,0.3,-,0,0,0,1.3,66,420,12,33,260,1.6,1.1,0.13,0.01,-,-,-,-,8,0,0,0,0,8,4.3,1.2,0,0,0,4,0.17,0.28,14.6,0.65,12.6,10,0.72,-,Tr,0.2,-,-,-,-,-,-,-,1200
1201,155,68.8,24.8,20.4,5.2,3.8,1.23,0.89,1.48,0.2,-,0,0,0,1.2,56,350,13,31,240,1.8,1.2,0.15,0.01,-,-,-,-,8,0,Tr,Tr,Tr,8,4.9,1.1,0,0,0,4,0.15,0.28,12.8,0.51,13.9,12,0.76,-,0,0.1,-,-,-,-,-,-,-,1201
1202,195,60.8,31.1,24.9,6.6,4.7,1.55,1.11,1.87,0.3,-,0,0,0,1.6,88,540,19,46,350,2.2,1.4,0.14,0.01,-,-,-,-,11,0,Tr,0,Tr,11,5.7,1.7,0,0,0,5,0.21,0.36,18.5,0.55,16.7,18,1.01,-,0,0.2,-,-,-,-,-,-,-,1202
1203,326,54.5,17.2,-14.2,26.8,22.3,4.31,10.29,6.76,0.4,-,0,0,0,1.1,99,320,7,28,210,0.9,0.9,0.06,0.01,-,-,-,-,44,0,0,0,0,44,10,0.7,0,0,0,0,0.14,0.35,6.5,0.35,8.1,12,0.72,-,1,0.3,-,-,-,-,-,-,-,1203
1204,348,51.4,18.6,-15.4,28.5,23.5,4.55,10.56,7.38,0.4,-,0,0,0,1.1,96,280,9,27,210,1,1,0.07,0.01,-,-,-,-,42,0,0,0,0,42,6.6,0.6,0,0,0,0,0.19,0.34,5.3,0.28,12.1,13,0.72,-,Tr,0.2,-,-,-,-,-,-,-,1204
1205,370,47,21.8,-18,29.3,23.8,4.59,10.78,7.42,0.5,-,0,0,0,1.4,120,390,12,33,260,1.2,1.1,0.09,0.01,-,-,-,-,63,0,0,0,0,63,10.5,0.8,0,0,0,0,0.22,0.38,7.6,0.33,8.8,16,0.93,-,Tr,0.3,-,-,-,-,-,-,-,1205
1206,291,52.1,26.2,-21.7,19.1,15.5,3.93,6.51,4.41,0.1,-,0,0,0,2.5,720,300,27,35,200,2,0.6,0.07,0.02,-,-,-,-,9,0,0,0,0,9,11,0.5,0,0,0,0,0.16,0.59,12,0.41,7.1,10,0.59,-,0,1.8,-,-,-,-,-,-,-,1206
1207,348,50.1,18.7,-15.5,28.5,25.4,6.89,10.01,7.42,0.2,-,0,0,0,2.5,680,300,25,25,200,2,1,0.09,-,-,-,-,-,9,0,0,0,0,9,12,2.4,0,0,0,0,0.13,0.59,8.5,0.42,10.6,11,0.63,-,0,1.7,-,-,-,-,-,-,-,1207
1208,339,50.6,18.6,-15.4,26.9,22.5,5.92,8.56,7.05,1.7,-,0,0,0,2.2,640,200,9,24,160,1.1,0.4,0.18,0.01,-,-,-,-,14,0,0,0,0,14,8,0.5,0,0,0,0,0.13,0.28,7.7,0.36,11.4,4,0.71,-,Tr,1.6,-,-,-,-,-,-,-,1208
1209,190,66,20.9,-17.3,10.7,9.3,2.42,3.47,3.03,0.2,-,0,0,0,2.2,340,260,260,31,190,1.6,1.7,0.14,0.02,-,-,-,-,Tr,0,0,0,0,(Tr),11,3.2,0,0,0,0,0.15,0.4,8,0.36,12,12,0.55,-,0,0.9,-,-,-,-,-,-,-,1209
1210,217,61,16.3,-,13.9,12.5,3.7,4.41,3.88,6.6,-,0,0,0,2.2,430,250,210,29,250,2,1.2,0.14,0.09,-,-,-,-,42,0,0,0,0,42,5,1.9,Tr,0.3,0.2,0,0.04,0.37,5.9,0.3,9.6,21,0.5,-,0,1.1,-,-,-,-,-,-,-,1210
1211,215,59.6,21.4,-,12.6,11.2,3.35,3.87,3.53,4,-,0,0,0,2.4,530,260,180,35,300,2,1.3,0.16,0.09,-,-,-,-,31,0,0,0,0,31,5,2.4,0,0,0,0,0.03,0.27,7.4,0.33,10.5,24,0.52,-,0,1.3,-,-,-,-,-,-,-,1211
1212,159,72.4,16.8,-,9.4,6.6,1.72,2.88,1.76,Tr,-,0,0,0,1.4,100,450,6,19,200,1,0.3,0.04,0.01,-,-,-,-,210,-,-,-,0,210,1,2.2,0,0,0,0,0.04,0.08,1,0.33,1.7,2,0.73,-,Tr,0.3,-,-,-,-,-,-,-,1212
1213,85,79.2,18.9,9.2,0.6,0.2,0.07,0.05,0.1,Tr,-,0,0,0,1.3,210,290,5,19,150,0.4,0.5,0.06,-,-,-,-,-,9,-,-,-,0,9,0,0.9,0,0,0,0,0.11,0.11,0.9,0.24,0.3,4,0.49,-,Tr,0.5,-,-,-,-,-,-,-,1213
1214,342,13,83.9,-,1.6,0.5,0.17,0.12,0.16,Tr,-,0,0,0,1.5,180,3,65,94,36,1.2,3.1,0.06,0.09,-,-,-,-,0,0,0,0,0,0,1,0.4,0,0,0,0,Tr,Tr,0.5,0.02,0.9,23,0.24,-,0,0.5,-,-,-,-,-,-,-,1214
1215,95,77.9,19.6,-16.2,1.3,0.9,0.26,0.21,0.42,Tr,-,0,0,0,1.2,190,290,41,37,190,0.3,1.9,0.03,0.02,-,-,-,-,Tr,0,0,0,0,(Tr),3,0.9,0,0,0,0,Tr,0.12,5.2,0.33,5.5,10,0.44,-,2,0.5,-,-,-,-,-,-,-,1215
1216,177,68.6,20.1,17.6,9.7,8.4,2.51,3.45,2.05,0.1,-,0,0,0,1.5,65,490,13,32,220,0.8,1,0.03,0.01,-,-,-,-,12,0,0,0,0,12,7,0.3,0,0,0,0,0.09,0.35,9.5,0.4,5.3,8,1.16,-,Tr,0.2,-,-,-,-,-,-,-,1216
1217,202,63.8,23.6,-20.7,10.8,9.2,2.75,3.85,2.22,0.1,-,0,0,0,1.7,90,610,22,36,310,0.9,1.1,0.05,0.01,-,-,-,-,16,0,0,0,0,16,12.1,1.1,0,0,0,0,0.09,0.34,11.5,0.29,5.3,8,1.12,-,Tr,0.2,-,-,-,-,-,-,-,1217
1218,297,57.7,17.6,15.6,23.6,19.2,4.06,10.01,4.39,0.1,-,0,0,0,0.9,130,190,26,26,170,1.3,0.8,0.12,0.02,21,30,2,1,16,0,0,0,0,16,14.9,1.7,0,0,0,1,0.01,0.27,7.1,0.51,15.4,14,0.7,7.1,Tr,0.3,-,-,-,-,-,-,-,1218
1219,335,54.5,16.9,15.2,28,24.9,5.42,10.79,7.7,0.2,-,0,0,0,0.8,120,200,15,25,160,1.3,0.6,0.13,0.01,30,25,Tr,-,26,0,0,0,0,26,11.2,2.6,0,0,0,-,0,0.32,7.9,0.58,15.2,12,0.57,8.4,1,0.3,-,-,-,-,-,-,-,1219
1220,270,55.1,23.9,-21.3,17.9,14.1,3,7.53,3,0.2,-,0,0,0,1.2,130,260,37,30,220,1.7,0.9,0.15,0.03,25,45,1,1,11,0,0,0,0,11,13,1,0,0,0,Tr,Tr,0.3,9.8,0.42,16.3,17,0.93,9.4,0,0.3,-,-,-,-,-,-,-,1220
1221,261,59.7,19.3,-17.2,19,15.8,3.49,7.66,3.94,0.1,-,0,0,0,1.9,500,260,60,28,140,1.1,0.7,0.12,0.02,-,-,-,-,25,0,0,0,0,25,14,1.5,0,0,0,0,Tr,0.3,4,0.54,10,10,0.84,-,0,1.3,-,-,-,-,-,-,-,1221
1222,409,25.1,23.9,-,25.8,20.3,4.56,10.28,4.65,20.4,-,0,0,0,4.8,1400,370,120,50,250,2.2,1.3,0.22,0.07,-,-,-,-,31,0,0,0,0,31,20,0.5,0,0.1,0,0,Tr,0.3,3,0.35,11,14,1.34,-,0,3.6,-,-,-,-,-,-,-,1222
1223,268,53.9,18.9,-,18.9,17.2,3.77,7.98,4.7,5.6,-,0,0,0,2.7,540,160,280,37,350,1.9,1.1,0.16,0.08,-,-,-,-,25,0,0,0,0,25,13,2.8,0,0,0,0,Tr,0.2,3.5,0.3,12.1,29,0.55,-,0,1.4,-,-,-,-,-,-,-,1223
1224,225,57,17.4,-,13,11.7,2.55,5.65,3.04,9.7,-,0,0,0,2.9,600,250,250,37,260,2.9,0.1,0.14,0.09,-,-,-,-,28,0,0,0,0,28,12,2.4,0,0,0,0,Tr,0.27,6.2,0.28,11.8,12,0.55,-,0,1.5,-,-,-,-,-,-,-,1224
1225,108,75.5,21.3,-17.6,1.9,1.4,0.5,0.33,0.55,Tr,-,0,0,0,1.3,50,480,13,31,250,0.7,0.5,0.05,0.01,-,-,-,-,8,0,0,0,0,8,5,0.5,0,0,0,0,0.2,0.15,9,0.46,2.6,3,0.36,-,1,0.1,-,-,-,-,-,-,-,1225
1226,166,67.6,21,-17.4,8.1,7.1,1.62,3.4,1.73,0.2,-,0,0,0,3.1,490,380,330,48,430,1.6,1.8,0.1,0.11,74,35,1,1,100,0,6,0,6,100,0.6,0.8,0,Tr,0,1,0.02,0.25,1.7,0.07,7.5,37,1.95,17.9,1,1.2,-,-,-,-,-,-,-,1226
1227,177,64.1,24.3,-20.1,7.8,6.6,1.53,3.11,1.63,0.2,-,0,0,0,3.6,640,400,360,57,540,1.7,2.1,0.11,0.18,-,-,-,-,75,0,11,0,11,76,0.6,1.1,0,Tr,0,1,0.04,0.29,0.9,0.07,8.7,36,1.93,-,1,1.6,-,-,-,-,-,-,-,1227
1228,177,69.3,15.6,12.3,11.6,9.9,1.95,5.52,2.03,0.5,-,0,0,0,3,590,200,350,55,360,1.4,2,0.06,0.04,27,41,1,1,120,0,0,0,0,120,0.4,1.6,0,0.1,0,Tr,Tr,0.31,1.5,0.08,8.7,21,1.2,17.1,1,1.5,-,-,-,-,-,-,-,1228
1229,186,66.4,18.2,-14.3,11.3,9.9,2.01,5.45,2.06,0.6,-,0,0,0,3.5,770,210,380,65,450,1.6,2.4,0.07,0.06,-,-,-,-,90,0,0,0,0,90,0.5,2.1,0,0.1,0,Tr,0.01,0.37,0.8,0.08,10.2,20,1.19,-,1,2,-,-,-,-,-,-,-,1229
1230,96,78,19.2,-,1.6,1.2,0.34,0.33,0.45,Tr,-,0,0,0,1.2,140,310,36,31,160,0.3,0.5,0.02,0.02,-,-,-,-,30,0,0,0,0,30,2,0.6,0,0,0,0,0.06,0.14,3.3,0.2,2.6,12,0.26,-,1,0.4,-,-,-,-,-,-,-,1230
